Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,6.93,6.93,3,7.42,7.42,4,17.71,17.71,2,7.20,7.20
1,9.44,16.37,3,9.43,16.85,4,13.03,30.74,2,9.49,16.69
1,9.19,25.56,3,9.22,26.07,4,11.25,41.99,2,9.17,25.86
1,9.28,34.84,2,9.25,35.32,4,11.09,53.08,3,9.49,35.35
1,9.73,44.569,0,,DQ,2,10.14,1:03.214,3,31.85,1:07.197
