CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,Patricija SLUGA POSITION,Patricija SLUGA LAP TIME,Patricija SLUGA ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME
0,7.584,7.584,0,7.783,7.783,0,7.925,7.925,0,8.281,8.281
0,10.135,17.718,0,10.126,17.909,0,10.719,18.643,0,10.991,19.272
0,9.833,27.552,0,9.826,27.735,0,10.635,29.279,0,10.871,30.143
0,10.130,37.682,0,10.060,37.795,0,10.860,40.138,0,10.831,40.974
0,,,0,,,0,,,0,,
