Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME
3,13.28,13.28,4,13.43,13.43,2,13.18,13.18,1,13.18,13.18
1,10.07,23.35,4,10.27,23.70,3,10.19,23.37,2,10.18,23.36
1,9.41,32.76,4,9.41,33.11,2,9.50,32.87,3,9.65,33.01
1,9.78,42.54,4,9.71,42.82,3,9.79,42.66,2,9.61,42.62
2,9.44,51.98,4,9.36,52.18,3,9.42,52.08,1,9.17,51.79
2,9.11,1:01.09,4,9.04,1:01.22,3,9.13,1:01.21,1,9.19,1:00.98
3,9.08,1:10.17,1,8.72,1:09.94,4,9.10,1:10.31,2,9.10,1:10.08
2,9.09,1:19.26,1,8.71,1:18.65,3,9.12,1:19.43,4,9.88,1:19.96
0,,DQ,1,9.50,1:28.146,3,24.35,1:43.779,2,10.16,1:30.120
