Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Balazs KNOCH POSITION,Balazs KNOCH LAP TIME,Balazs KNOCH ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Nikolay FEDORENKO POSITION,Nikolay FEDORENKO LAP TIME,Nikolay FEDORENKO ELAPSED TIME
3,16.282,16.282,2,16.256,16.256,1,16.060,16.060,4,16.799,16.799
2,8.865,25.147,3,9.199,25.454,1,9.003,25.062,4,9.203,26.001
2,9.266,34.412,3,9.030,34.484,1,9.246,34.308,4,9.269,35.270
2,9.339,43.751,3,9.596,44.079,1,9.345,43.652,4,9.363,44.633
2,,43.722,3,0.01,44.081,1,,43.626,4,0.07,44.695
