YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME
1,6.90,6.90,2,7.02,7.02,3,7.16,7.16,4,7.17,7.17,5,7.35,7.35
1,9.03,15.93,2,8.99,16.01,4,9.06,16.22,3,8.93,16.10,5,8.95,16.30
1,8.79,24.72,3,8.87,24.88,4,8.79,25.01,2,8.63,24.73,5,8.83,25.13
1,9.02,33.74,4,9.04,33.92,3,8.82,33.83,5,22.62,47.35,2,8.69,33.82
1,8.92,42.657,4,9.33,43.244,3,9.08,42.904,0,,PEN,2,8.99,42.808
