Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Kristina PAPP POSITION,Kristina PAPP LAP TIME,Kristina PAPP ELAPSED TIME
2,7.72,7.72,1,7.38,7.38,3,7.77,7.77,4,8.67,8.67
3,9.88,17.60,1,9.85,17.23,2,9.73,17.50,4,12.04,20.71
3,9.00,26.60,1,9.07,26.30,2,8.98,26.48,4,11.59,32.30
3,9.32,35.92,1,9.30,35.60,2,9.27,35.75,4,12.36,44.66
3,9.22,45.138,1,9.26,44.858,2,9.24,44.990,4,12.91,57.562
