TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME,KHALIL Khairil Ridhwan POSITION,KHALIL Khairil Ridhwan LAP TIME,KHALIL Khairil Ridhwan ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,Hazar KARAGOL POSITION,Hazar KARAGOL LAP TIME,Hazar KARAGOL ELAPSED TIME
3,14.89,14.89,2,14.79,14.79,5,15.06,15.06,1,14.75,14.75,3,14.89,14.89
3,10.50,25.39,1,10.44,25.23,5,10.61,25.67,2,10.50,25.25,4,10.62,25.51
3,9.82,35.21,1,9.73,34.96,5,10.16,35.83,2,9.84,35.09,4,9.74,35.25
3,9.60,44.81,1,9.66,44.62,5,10.19,46.02,2,9.69,44.78,4,9.62,44.87
3,10.15,54.96,1,9.59,54.21,5,10.44,56.46,2,9.62,54.40,4,10.27,55.14
3,10.06,1:05.02,1,9.46,1:03.67,5,10.79,1:07.25,2,9.44,1:03.84,4,10.00,1:05.14
3,10.37,1:15.39,1,9.44,1:13.11,5,11.35,1:18.60,2,9.45,1:13.29,4,10.27,1:15.41
4,10.52,1:25.91,1,9.46,1:22.57,5,11.87,1:30.47,2,9.54,1:22.83,3,10.40,1:25.81
4,11.00,1:36.91,1,9.79,1:32.36,5,12.04,1:42.51,2,9.76,1:32.59,3,10.69,1:36.50
