Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,LEFRANCOIS-GAUVREAU Mathieu POSITION,LEFRANCOIS-GAUVREAU Mathieu LAP TIME,LEFRANCOIS-GAUVREAU Mathieu ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME
2,12.282,12.282,1,12.255,12.255,3,12.527,12.527,4,12.708,12.708
2,9.754,22.036,1,9.467,21.721,3,9.535,22.061,4,10.133,22.840
4,9.485,31.521,2,9.445,31.165,3,9.458,31.518,1,8.220,31.059
2,9.999,41.520,1,10.036,41.201,3,10.135,41.652,4,12.399,43.458
3,10.307,51.827,1,10.201,51.401,2,10.104,51.756,4,9.513,52.970
2,9.689,1:01.516,1,9.678,1:01.079,3,9.804,1:01.559,4,10.588,1:03.558
3,9.778,1:11.293,1,9.462,1:10.540,2,9.094,1:10.653,4,13.460,1:17.017
3,9.983,1:21.276,2,10.246,1:20.786,1,9.959,1:20.611,4,7.906,1:24.922
3,10.11,1:31.377,2,10.45,1:31.227,1,10.12,1:30.729,4,11.29,1:36.207
