Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Dejan HORVACKI POSITION,Dejan HORVACKI LAP TIME,Dejan HORVACKI ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME
2,14.008,14.008,5,14.312,14.312,3,14.120,14.120,1,13.985,13.985,4,14.199,14.199
2,10.081,24.089,5,10.890,25.201,3,10.161,24.280,1,10.021,24.006,4,10.087,24.285
1,10.317,34.405,5,10.877,36.078,4,10.335,34.615,2,10.411,34.416,3,10.285,34.570
1,10.066,44.470,5,11.380,47.457,4,10.094,44.708,3,10.192,44.608,2,9.982,44.551
1,9.645,54.115,5,11.688,59.144,3,9.529,54.237,2,9.576,54.184,4,9.717,54.268
1,9.220,1:03.335,5,12.155,1:11.299,2,9.362,1:03.599,4,9.608,1:03.791,3,9.369,1:03.636
1,9.190,1:12.525,5,13.774,1:25.072,2,9.085,1:12.683,4,9.216,1:13.007,3,9.274,1:12.910
1,9.269,1:21.793,5,12.679,1:37.751,2,9.184,1:21.867,3,9.240,1:22.246,4,9.355,1:22.265
1,9.62,1:31.405,5,13.01,1:50.755,2,9.69,1:31.553,4,9.62,1:31.859,3,9.53,1:31.793
