Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
3,13.51,13.51,1,13.22,13.22,2,13.37,13.37,4,13.63,13.63,5,13.69,13.69
3,10.13,23.64,1,10.18,23.40,2,10.14,23.51,4,10.12,23.75,5,10.16,23.85
3,9.80,33.44,1,9.82,33.22,2,9.83,33.34,4,9.81,33.56,5,9.85,33.70
3,9.54,42.98,1,9.54,42.76,2,9.50,42.84,4,9.54,43.10,5,9.47,43.17
3,9.24,52.22,1,9.23,51.99,2,9.28,52.12,4,9.22,52.32,5,9.24,52.41
3,8.99,1:01.21,2,9.14,1:01.13,1,8.83,1:00.95,4,8.99,1:01.31,5,9.07,1:01.48
3,9.03,1:10.24,4,9.14,1:10.27,1,8.99,1:09.94,2,8.79,1:10.10,5,9.10,1:10.58
3,9.03,1:19.27,4,9.24,1:19.51,1,8.88,1:18.82,2,8.83,1:18.93,5,9.35,1:19.93
3,9.35,1:28.615,4,9.55,1:29.052,1,9.03,1:27.850,2,9.02,1:27.950,5,9.72,1:29.641
