Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Aliaksandr VOLKAU POSITION,Aliaksandr VOLKAU LAP TIME,Aliaksandr VOLKAU ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Liam O'BRIEN POSITION,Liam O'BRIEN LAP TIME,Liam O'BRIEN ELAPSED TIME
1,6.97,6.97,2,7.19,7.19,3,7.38,7.38,4,7.49,7.49,5,7.63,7.63
1,9.02,15.99,2,9.16,16.35,4,9.32,16.70,3,9.10,16.59,5,9.27,16.90
1,8.54,24.53,2,8.63,24.98,4,8.72,25.42,3,8.68,25.27,5,8.84,25.74
1,8.77,33.30,2,8.79,33.77,4,8.79,34.21,3,8.83,34.10,5,8.99,34.73
1,8.97,42.27,2,9.00,42.77,4,9.00,43.199,3,8.93,43.015,5,9.19,43.901
