Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
2,12.62,12.62,3,12.68,12.68,1,12.61,12.61,5,12.94,12.94,4,12.84,12.84
2,9.54,22.16,3,9.50,22.18,1,9.46,22.07,5,9.47,22.41,4,9.46,22.30
5,9.40,31.56,2,9.00,31.18,1,9.00,31.07,4,9.06,31.47,3,8.97,31.27
5,8.90,40.46,1,8.85,40.03,2,9.08,40.15,4,8.89,40.36,3,8.93,40.20
5,8.93,49.39,1,8.99,49.02,2,8.89,49.04,4,8.92,49.28,3,8.98,49.18
5,8.77,58.16,3,9.02,58.04,2,8.82,57.86,4,8.86,58.14,1,8.67,57.85
4,8.94,1:07.10,3,8.93,1:06.97,2,9.02,1:06.88,5,9.05,1:07.19,1,8.92,1:06.77
4,8.96,1:16.06,3,8.99,1:15.96,2,8.99,1:15.87,5,9.06,1:16.25,1,8.95,1:15.72
4,8.98,1:25.040,3,8.91,1:24.87,2,8.94,1:24.81,5,9.08,1:25.333,1,9.02,1:24.74
