YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.83,6.83,2,7.02,7.02
1,9.14,15.97,2,9.06,16.08
1,8.71,24.68,2,8.71,24.79
1,8.91,33.59,2,8.93,33.72
1,9.22,42.801,2,9.16,42.875
