JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME
4,8.06,8.06,1,7.53,7.53,3,7.87,7.87,2,7.64,7.64
4,9.79,17.85,1,9.35,16.88,3,9.71,17.58,2,9.39,17.03
4,9.45,27.30,1,8.94,25.82,3,9.43,27.01,2,8.94,25.97
4,9.65,36.95,1,9.23,35.05,3,9.54,36.55,2,9.23,35.20
4,9.84,46.795,1,9.44,44.49,3,9.90,46.45,2,9.40,44.60
