Yoan GAUTHIER POSITION,Yoan GAUTHIER LAP TIME,Yoan GAUTHIER ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME
1,6.91,6.91,2,7.01,7.01,3,7.26,7.26,4,7.34,7.34
1,9.00,15.91,2,9.01,16.02,3,8.92,16.18,4,8.96,16.30
1,8.45,24.36,2,8.44,24.46,3,8.38,24.56,4,8.47,24.77
1,8.59,32.95,2,8.52,32.98,3,8.45,33.01,4,8.45,33.22
1,8.89,41.831,3,9.06,42.034,2,8.91,41.920,4,23.39,56.609
