ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME
1,7.10,7.10,2,7.64,7.64,4,7.88,7.88,3,7.71,7.71
1,9.76,16.86,2,9.63,17.27,4,9.78,17.66,3,9.61,17.32
1,9.11,25.97,2,9.22,26.49,4,9.55,27.21,3,9.24,26.56
1,9.20,35.17,3,9.39,35.88,4,9.65,36.86,2,9.23,35.79
1,9.49,44.659,2,9.42,45.300,4,9.92,46.776,3,9.52,45.310
