Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
2,13.727,13.727,3,14.094,14.094,0,,,1,13.582,13.582
2,10.370,24.097,3,10.203,24.297,0,,,1,10.473,24.055
2,10.005,34.102,4,10.016,34.313,3,,34.274,1,9.915,33.970
1,9.236,43.338,2,9.096,43.409,4,9.373,43.646,3,9.568,43.538
1,9.612,52.950,2,9.626,53.035,4,9.616,53.262,3,9.572,53.110
1,9.457,1:02.407,2,9.402,1:02.436,4,9.815,1:03.077,3,9.407,1:02.517
1,9.316,1:11.723,2,9.316,1:11.752,4,9.856,1:12.933,3,9.833,1:12.350
1,9.526,1:21.249,2,9.524,1:21.276,4,10.169,1:23.102,3,10.037,1:22.387
1,9.560,1:30.809,2,9.683,1:30.959,4,10.653,1:33.755,3,10.547,1:32.934
