Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,de Vin WONG POSITION,de Vin WONG LAP TIME,de Vin WONG ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
3,17.04,17.04,2,16.96,16.96,4,17.17,17.17,1,16.88,16.88
3,12.25,29.29,1,12.02,28.98,4,12.36,29.53,2,12.26,29.14
3,10.78,40.07,1,10.81,39.79,4,10.66,40.19,2,10.79,39.93
3,10.39,50.46,1,10.43,50.22,4,10.43,50.62,2,10.43,50.36
3,9.49,59.95,2,9.66,59.88,4,9.84,1:00.46,1,9.41,59.77
3,9.03,1:08.98,2,9.00,1:08.88,4,9.87,1:10.33,1,9.00,1:08.77
3,8.63,1:17.61,1,8.52,1:17.40,4,10.17,1:20.50,2,8.72,1:17.49
3,8.60,1:26.21,1,8.59,1:25.99,4,10.55,1:31.05,2,8.59,1:26.08
3,8.60,1:34.798,1,8.72,1:34.694,4,11.09,1:42.116,2,8.69,1:34.761
