SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,Olena KORINCHUK POSITION,Olena KORINCHUK LAP TIME,Olena KORINCHUK ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
2,7.79,7.79,1,7.52,7.52,3,7.99,7.99
2,9.89,17.68,1,9.89,17.41,3,9.79,17.78
2,9.50,27.18,1,9.54,26.95,3,9.51,27.29
2,9.60,36.78,1,9.72,36.67,3,9.59,36.88
2,9.94,46.715,1,9.95,46.616,3,9.96,46.832
