Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
1,6.80,6.80,2,6.95,6.95,3,7.10,7.10,4,7.28,7.28,5,7.48,7.48
1,8.77,15.57,2,8.86,15.81,3,8.98,16.08,4,9.00,16.28,5,8.81,16.29
1,8.49,24.06,2,8.54,24.35,3,8.58,24.66,5,8.71,24.99,4,8.59,24.88
1,8.68,32.74,2,8.77,33.12,3,8.72,33.38,5,8.77,33.76,4,8.78,33.66
1,9.09,41.826,2,8.99,42.104,3,9.05,42.424,4,8.77,42.524,5,9.04,42.691
