LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Azamat NURMAGAMBETOV POSITION,Azamat NURMAGAMBETOV LAP TIME,Azamat NURMAGAMBETOV ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.820,6.820,3,7.910,7.910,4,8.140,8.140,2,7.020,7.020
1,9.240,16.070,4,9.870,17.780,3,8.900,17.050,2,9.400,16.420
1,8.970,25.040,4,9.390,27.170,3,9.020,26.080,2,9.130,25.560
1,9.040,34.080,4,9.640,36.820,3,9.160,35.240,2,9.250,34.810
1,9.300,43.390,4,10.270,47.100,3,9.440,44.680,2,9.360,44.180
