KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME
2,14.59,14.59,1,14.50,14.50,4,14.89,14.89,3,14.74,14.74
3,11.55,26.14,1,11.54,26.04,4,11.28,26.17,2,11.37,26.11
1,10.48,36.62,2,10.66,36.70,3,10.62,36.79,4,10.74,36.85
1,10.15,46.77,2,10.23,46.93,3,10.30,47.09,4,10.33,47.18
2,9.70,56.47,1,9.53,56.46,4,9.74,56.83,3,9.55,56.73
2,9.58,1:06.05,1,9.51,1:05.97,4,9.47,1:06.30,3,9.34,1:06.07
4,34.09,1:40.14,1,9.48,1:15.45,2,9.46,1:15.76,3,31.32,1:37.39
4,17.37,1:57.51,1,9.83,1:25.28,2,9.71,1:25.47,3,18.88,1:56.27
3,12.30,2:09.808,1,10.13,1:35.404,2,10.03,1:35.499,0,,PEN
