LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
3,12.89,12.89,2,12.86,12.86,1,12.81,12.81,4,13.09,13.09
1,9.52,22.41,2,9.60,22.46,3,9.71,22.52,4,9.53,22.62
1,9.45,31.86,2,9.44,31.90,3,9.41,31.93,4,9.51,32.13
2,9.33,41.19,1,9.13,41.03,3,9.37,41.30,4,9.29,41.42
2,9.31,50.50,1,9.40,50.43,3,9.31,50.61,4,9.25,50.67
2,9.35,59.85,1,9.41,59.84,3,9.39,1:00.00,4,9.51,1:00.18
2,9.00,1:08.85,3,9.29,1:09.13,1,8.80,1:08.80,4,9.19,1:09.37
2,8.93,1:17.78,3,9.24,1:18.37,1,8.91,1:17.71,4,9.03,1:18.40
1,8.78,1:26.553,3,9.42,1:27.783,2,8.95,1:26.652,4,9.52,1:27.913
