SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME
1,6.86,6.86,2,6.98,6.98,4,7.43,7.43,3,7.24,7.24,5,7.55,7.55
1,8.89,15.75,2,8.99,15.97,4,9.24,16.67,3,9.11,16.35,5,9.26,16.81
1,8.45,24.20,2,8.51,24.48,5,8.98,25.65,3,8.69,25.04,4,8.69,25.50
1,8.57,32.77,2,8.62,33.10,5,9.05,34.70,3,8.75,33.79,4,8.87,34.37
1,8.66,41.43,2,8.87,41.97,5,9.19,43.898,3,8.95,42.745,4,9.09,43.462
