Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME
3,13.37,13.37,4,13.50,13.50,2,13.26,13.26,1,13.17,13.17
3,10.32,23.69,4,10.30,23.80,2,10.32,23.58,1,10.36,23.53
3,10.09,33.78,4,10.07,33.87,2,10.10,33.68,1,10.07,33.60
3,9.89,43.67,4,9.84,43.71,2,9.90,43.58,1,9.91,43.51
3,9.92,53.59,4,9.98,53.69,2,9.90,53.48,1,9.89,53.40
3,9.83,1:03.42,4,9.83,1:03.52,2,9.80,1:03.28,1,9.79,1:03.19
3,9.91,1:13.33,4,9.89,1:13.41,2,9.89,1:13.17,1,9.88,1:13.07
3,10.12,1:23.45,4,10.12,1:23.53,2,10.08,1:23.25,1,10.05,1:23.12
3,10.36,1:33.802,4,10.38,1:33.906,2,10.22,1:33.461,1,10.24,1:33.357
