EMONS Friso POSITION,EMONS Friso LAP TIME,EMONS Friso ELAPSED TIME,MURPHY Peter POSITION,MURPHY Peter LAP TIME,MURPHY Peter ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
3,12.58,12.58,4,12.74,12.74,2,12.54,12.54,1,12.44,12.44
1,8.98,21.56,4,9.47,22.21,3,9.45,21.99,2,9.24,21.68
1,9.17,30.73,4,9.14,31.35,3,9.01,31.00,2,9.17,30.85
1,9.08,39.81,4,9.18,40.53,3,9.06,40.06,2,9.08,39.93
1,9.10,48.91,4,9.28,49.81,3,9.06,49.12,2,9.07,49.00
2,8.99,57.90,4,9.39,59.20,3,8.92,58.04,1,8.82,57.82
3,9.12,1:07.02,4,9.78,1:08.98,2,8.82,1:06.86,1,8.99,1:06.81
3,8.99,1:16.01,4,10.18,1:19.16,2,9.05,1:15.91,1,8.98,1:15.79
3,9.09,1:25.10,4,10.54,1:29.70,2,9.14,1:25.05,1,9.19,1:24.98
