Alvaro PENA POSITION,Alvaro PENA LAP TIME,Alvaro PENA ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME
5,13.35,13.35,4,13.23,13.23,1,13.04,13.04,3,13.12,13.12,2,13.06,13.06
5,10.31,23.66,4,10.31,23.54,2,10.33,23.37,3,10.32,23.44,1,10.20,23.26
5,10.24,33.90,2,10.01,33.55,1,10.10,33.47,4,10.29,33.73,3,10.31,33.57
5,10.13,44.03,2,10.11,43.66,1,10.10,43.57,4,10.17,43.90,3,10.21,43.78
5,9.98,54.01,2,9.99,53.65,1,10.00,53.57,4,9.96,53.86,3,9.97,53.75
3,9.82,1:03.83,5,14.95,1:08.60,1,9.75,1:03.32,2,9.85,1:03.71,4,10.08,1:03.83
3,9.72,1:13.55,5,15.00,1:23.60,1,9.57,1:12.89,2,9.29,1:13.00,4,9.77,1:13.60
4,9.93,1:23.48,5,11.29,1:34.89,1,9.34,1:22.23,2,9.32,1:22.32,3,9.72,1:23.32
3,10.05,1:33.528,4,11.35,1:46.231,1,9.30,1:31.528,2,9.34,1:31.652,0,,PEN
