Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
1,6.91,6.91,2,7.01,7.01,5,7.45,7.45,4,7.28,7.28,3,7.09,7.09
1,9.04,15.95,2,9.06,16.07,5,9.12,16.57,4,9.20,16.48,3,9.09,16.18
1,8.51,24.46,2,8.52,24.59,4,8.47,25.04,5,8.76,25.24,3,8.53,24.71
1,8.55,33.01,2,8.57,33.16,4,8.45,33.49,5,8.88,34.12,3,8.58,33.29
1,8.68,41.681,2,8.71,41.866,3,8.58,42.065,4,9.31,43.428,5,1:27.33,2:00.616
