Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
3,14.511,14.511,1,14.186,14.186,2,14.207,14.207
3,10.749,25.259,1,10.741,24.927,2,10.842,25.049
3,10.134,35.393,2,10.315,35.242,1,10.148,35.197
2,9.742,45.134,1,9.760,45.001,3,10.031,45.228
3,9.911,55.045,1,9.775,54.776,2,9.643,54.871
3,9.919,1:04.964,1,9.936,1:04.711,2,9.871,1:04.741
3,10.055,1:15.019,2,10.136,1:14.847,1,10.021,1:14.762
3,10.173,1:25.191,1,10.018,1:24.864,2,10.152,1:24.913
3,10.35,1:35.539,1,10.02,1:34.878,2,10.08,1:34.988
