Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,6.730,6.730,2,7.190,7.190,4,7.320,7.320,3,7.220,7.220
1,8.900,15.640,2,8.550,15.740,3,9.000,16.330,4,9.450,16.680
1,8.720,24.370,2,8.780,24.530,3,9.180,25.520,4,9.330,26.010
1,8.960,33.330,2,9.010,33.540,3,8.550,34.070,4,9.490,35.510
1,9.190,42.520,3,9.650,43.200,2,9.000,43.080,4,9.780,45.300
