JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,QI Mengyao POSITION,QI Mengyao LAP TIME,QI Mengyao ELAPSED TIME
2,7.812,7.812,4,8.059,8.059,1,7.590,7.590,3,8.007,8.007
2,9.549,17.361,4,10.248,18.307,1,9.696,17.285,3,9.749,17.755
2,9.337,26.697,4,9.987,28.294,1,9.339,26.624,3,9.294,27.048
3,9.502,36.198,1,7.820,36.113,2,9.530,36.154,4,9.677,36.725
2,9.57,45.764,4,13.31,49.417,1,9.51,45.657,3,9.55,46.268
