Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,ZHANBUSINOVA Madina POSITION,ZHANBUSINOVA Madina LAP TIME,ZHANBUSINOVA Madina ELAPSED TIME
5,14.50,14.50,2,14.34,14.34,1,14.26,14.26,3,14.41,14.41,4,14.45,14.45
5,10.42,24.92,3,10.38,24.72,1,10.26,24.52,4,10.44,24.85,2,10.18,24.63
5,10.36,35.28,3,10.31,35.03,1,10.33,34.85,4,10.33,35.18,2,10.31,34.94
5,10.31,45.59,3,10.37,45.40,1,10.36,45.21,4,10.36,45.54,2,10.37,45.31
5,10.21,55.80,3,10.23,55.63,1,10.20,55.41,4,10.18,55.72,2,10.24,55.55
3,9.98,1:05.78,3,10.15,1:05.78,1,10.15,1:05.56,5,10.10,1:05.82,2,10.09,1:05.64
4,10.04,1:15.82,5,10.33,1:16.11,2,10.05,1:15.61,1,9.72,1:15.54,3,10.10,1:15.74
4,10.10,1:25.92,5,10.47,1:26.58,2,9.92,1:25.53,1,9.76,1:25.30,3,9.97,1:25.71
4,10.14,1:36.048,5,10.96,1:37.525,2,10.04,1:35.57,1,10.17,1:35.47,3,10.05,1:35.739
