Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Christian LUKAS POSITION,Christian LUKAS LAP TIME,Christian LUKAS ELAPSED TIME
3,6.908,6.908,1,6.773,6.773,2,6.891,6.891,4,7.305,7.305
2,9.328,16.235,1,9.147,15.919,3,9.392,16.283,4,9.311,16.616
3,9.306,25.541,1,8.970,24.889,2,8.743,25.025,4,9.214,25.829
3,9.034,34.574,2,9.170,34.058,1,8.917,33.942,4,9.352,35.180
2,9.67,44.241,1,9.42,43.474,4,19.29,53.227,3,10.02,45.198
