START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,9.41,9.41,1,9.22,9.22,3,9.55,9.55,5,9.68,9.68,7,10.04,,4,9.56,9.56,8,10.17,10.17,6,9.84,9.84,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
1,12.34,21.75,4,12.63,21.85,6,12.38,21.93,7,12.42,22.10,8,12.27,,2,12.25,21.81,5,11.72,21.89,3,12.00,21.84,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
2,10.87,32.62,4,11.01,32.86,5,11.04,32.97,7,11.29,33.39,8,11.18,,6,11.47,33.28,1,10.57,32.46,3,10.89,32.73,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
2,11.00,43.62,4,10.95,43.81,5,10.97,43.94,7,10.81,44.20,8,10.86,,6,10.81,44.09,1,11.04,43.50,3,10.98,43.71,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
3,11.50,55.12,4,11.34,55.15,5,11.31,55.25,7,11.39,55.59,8,11.36,,6,11.39,55.48,1,11.52,55.02,2,11.40,55.11,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
3,10.27,1:05.39,1,9.86,1:05.01,4,10.24,1:05.49,7,10.18,1:05.77,8,10.23,,6,10.19,1:05.67,5,10.58,1:05.60,2,10.09,1:05.20,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
3,9.77,1:15.16,1,9.86,1:14.87,4,9.76,1:15.25,7,9.78,1:15.55,8,9.75,,6,9.78,1:15.45,5,9.75,1:15.35,2,9.75,1:14.95,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
2,9.71,1:24.87,1,9.92,1:24.79,4,9.75,1:25.00,7,9.68,1:25.23,8,9.72,,5,9.58,1:25.03,6,9.80,1:25.15,3,9.95,1:24.90,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
1,9.21,1:34.08,3,9.52,1:34.31,2,9.27,1:34.27,7,9.45,1:34.68,8,9.43,,5,9.50,1:34.53,6,9.41,1:34.56,4,9.60,1:34.50,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
1,9.40,1:43.48,3,9.43,1:43.74,2,9.30,1:43.57,4,9.15,1:43.83,7,9.36,,5,9.33,1:43.86,8,9.65,1:44.21,6,9.51,1:44.01,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
3,9.67,1:53.15,5,9.71,1:53.45,2,9.56,1:53.13,1,9.00,1:52.83,6,9.36,,4,9.55,1:53.41,8,9.59,1:53.80,7,9.58,1:53.59,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
3,9.78,2:02.93,5,9.90,2:03.35,2,9.72,2:02.85,1,9.24,2:02.07,6,9.90,,4,9.55,2:02.96,8,9.89,2:03.69,7,9.98,2:03.57,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
3,10.15,2:13.08,7,10.73,2:14.08,2,10.12,2:12.97,1,9.69,2:11.76,8,25.91,,4,10.20,2:13.16,6,10.22,2:13.91,5,10.21,2:13.78,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
2,9.91,2:22.99,7,10.86,2:24.942,3,10.30,2:23.27,1,10.16,2:21.92,,,,4,10.15,2:23.31,6,10.61,2:24.524,5,10.60,2:24.383,2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,w,Semifinals,2
