GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,ADAMSKI Pawel POSITION,ADAMSKI Pawel LAP TIME,ADAMSKI Pawel ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Robin BENDIG POSITION,Robin BENDIG LAP TIME,Robin BENDIG ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME
1,7.01,7.01,2,7.16,7.16,3,7.41,7.41,4,7.71,7.71,5,7.82,7.82
1,8.99,16.00,2,8.98,16.14,3,9.02,16.43,4,9.19,16.90,5,9.19,17.01
1,8.48,24.48,2,8.48,24.62,3,8.48,24.91,4,8.72,25.62,5,8.72,25.73
1,8.62,33.10,2,8.67,33.29,3,8.53,33.44,4,8.82,34.44,5,8.83,34.56
1,8.85,41.95,3,8.88,42.178,2,8.73,42.174,4,9.16,43.601,5,17.84,52.406
