Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME
3,16.484,16.484,1,15.991,15.991,2,16.233,16.233,4,24.002,24.002
3,9.180,25.663,2,9.201,25.192,1,8.852,25.084,4,17.042,41.043
3,9.328,34.991,2,9.211,34.403,1,9.140,34.224,4,12.947,53.990
3,9.825,44.816,2,9.605,44.008,1,9.541,43.764,4,12.550,1:06.539
3,,44.803,2,,43.911,1,,43.761,4,0.08,1:06.617
