SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
3,7.63,7.63,4,7.78,7.78,5,7.97,7.97,2,7.58,7.58,1,7.32,7.32
3,9.69,17.32,4,9.67,17.45,5,9.73,17.70,2,9.61,17.19,1,9.51,16.83
2,9.12,26.44,3,9.10,26.55,5,9.16,26.86,4,9.38,26.57,1,9.08,25.91
2,9.46,35.90,3,9.45,36.00,5,9.42,36.28,4,9.54,36.11,1,9.42,35.33
2,9.83,45.725,5,10.24,46.239,4,9.74,46.018,3,9.82,45.925,1,9.81,45.140
