Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
1,7.17,7.17,2,7.30,7.30,4,7.78,7.78,3,7.55,7.55
1,9.61,16.78,2,9.56,16.86,4,9.70,17.48,3,9.51,17.06
1,8.90,25.68,2,8.91,25.77,4,9.02,26.50,3,8.91,25.97
1,9.18,34.86,2,9.15,34.92,4,9.29,35.79,3,9.08,35.05
1,9.46,44.317,3,9.64,44.555,4,9.62,45.403,2,9.42,44.464
