Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Tomislav DUGI POSITION,Tomislav DUGI LAP TIME,Tomislav DUGI ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME
4,7.219,7.219,2,7.039,7.039,5,8.000,8.000,1,6.946,6.946,3,7.180,7.180
4,9.721,16.939,2,9.601,16.640,5,15.330,23.330,1,9.242,16.188,3,9.522,16.702
4,9.408,26.347,3,9.470,26.109,5,13.375,36.704,1,9.177,25.365,2,9.176,25.878
3,9.231,35.578,4,9.497,35.606,5,11.658,48.361,1,9.527,34.892,2,9.473,35.350
3,9.58,45.150,4,10.04,45.644,5,11.48,59.836,1,9.77,44.659,2,9.61,44.957
