HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,6.51,6.51,2,6.79,6.79,3,7.03,7.03,4,7.10,7.10
1,8.88,15.40,2,8.80,15.59,3,8.59,15.62,4,9.00,16.10
1,8.57,23.97,2,8.64,24.23,3,8.72,24.34,4,8.47,24.57
1,8.64,32.61,2,8.61,32.84,3,8.56,32.90,4,20.46,45.03
1,9.11,41.719,2,8.95,41.787,3,8.91,41.808,4,29.87,1:14.896
