SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME
3,12.98,12.98,2,12.78,12.78,4,13.07,13.07,1,12.78,12.78,5,13.19,13.19
2,9.92,22.90,1,10.11,22.89,4,10.04,23.11,3,10.17,22.95,5,10.02,23.21
4,10.60,33.50,1,10.08,32.97,3,10.38,33.49,5,19.18,42.13,2,9.95,33.16
3,9.79,43.29,1,10.26,43.23,4,9.93,43.42,5,13.66,55.79,2,10.13,43.29
1,9.72,53.01,2,9.90,53.13,4,9.92,53.34,5,10.97,1:06.76,3,9.95,53.24
1,9.80,1:02.81,2,9.77,1:02.90,4,9.76,1:03.10,5,11.01,1:17.77,3,9.79,1:03.03
1,9.63,1:12.44,2,9.69,1:12.59,3,9.72,1:12.82,5,11.22,1:28.99,4,9.81,1:12.84
1,9.51,1:21.95,2,9.64,1:22.23,3,9.53,1:22.35,5,11.64,1:40.63,4,10.28,1:23.12
1,9.63,1:31.574,2,9.78,1:32.010,0,,PEN,4,12.01,1:52.637,3,10.99,1:34.108
