HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
1,6.516,6.516,3,6.901,6.901,2,6.664,6.664,4,6.919,6.919
1,8.970,15.487,3,8.969,15.870,2,9.042,15.706,4,8.978,15.897
1,8.535,24.022,3,8.547,24.417,2,8.548,24.254,4,8.629,24.526
1,8.593,32.615,3,8.531,32.948,2,8.390,32.645,4,8.780,33.306
1,9.063,41.677,2,8.802,41.750,3,9.138,41.783,4,9.098,42.403
