Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,Sergei KUDRIA POSITION,Sergei KUDRIA LAP TIME,Sergei KUDRIA ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
4,14.44,14.44,2,14.14,14.14,5,14.55,14.55,3,14.19,14.19,1,14.04,14.04
2,10.20,24.64,3,10.59,24.73,5,10.42,24.97,4,10.65,24.84,1,10.59,24.63
1,9.95,34.59,4,10.04,34.77,5,9.96,34.93,3,9.89,34.73,2,9.99,34.62
2,9.82,44.41,3,9.77,44.54,5,9.86,44.79,4,9.92,44.65,1,9.68,44.30
2,9.67,54.08,3,9.66,54.20,5,9.72,54.51,4,9.66,54.31,1,9.66,53.96
2,9.51,1:03.59,4,9.63,1:03.83,5,9.69,1:04.20,3,9.39,1:03.70,1,9.54,1:03.50
2,9.36,1:12.95,4,9.36,1:13.19,5,9.88,1:14.08,3,9.36,1:13.06,1,9.35,1:12.85
2,9.30,1:22.25,4,9.56,1:22.75,5,10.35,1:24.43,3,9.27,1:22.33,1,9.32,1:22.17
2,9.47,1:31.711,4,9.89,1:32.637,5,10.80,1:35.221,3,9.56,1:31.884,1,9.48,1:31.642
