CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME
1,7.10,7.10,3,7.40,7.40,2,7.25,7.25,4,7.50,7.50
1,9.10,16.20,3,9.21,16.61,2,9.06,16.31,4,9.22,16.72
1,8.66,24.86,3,8.71,25.32,2,8.68,24.99,4,8.66,25.38
1,8.81,33.67,4,9.00,34.32,2,8.85,33.84,3,8.74,34.12
1,9.11,42.772,4,9.24,43.559,2,9.22,43.060,3,8.96,43.074
