Roderick OOSTEN POSITION,Roderick OOSTEN LAP TIME,Roderick OOSTEN ELAPSED TIME,Ben SOUTHEE POSITION,Ben SOUTHEE LAP TIME,Ben SOUTHEE ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME
0,6.980,6.980,0,7.251,7.251,0,7.236,7.236,0,6.966,6.966
0,9.477,16.457,0,10.417,17.668,0,9.161,16.397,0,9.713,16.679
0,9.106,25.563,0,9.524,27.192,0,8.723,25.120,0,8.638,25.317
0,9.036,34.599,0,9.447,36.639,0,8.884,34.005,0,8.782,34.099
0,9.438,44.038,0,9.680,46.319,0,,,0,9.054,43.153
