Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME
1,6.76,6.76,2,6.85,6.85,3,7.05,7.05,4,7.41,7.41
1,9.21,15.97,2,9.20,16.05,3,9.14,16.19,4,9.70,17.11
1,8.88,24.85,2,8.86,24.91,3,8.81,25.00,4,9.33,26.44
1,8.96,33.81,2,8.97,33.88,3,8.97,33.97,4,9.55,35.99
1,9.18,42.985,2,9.19,43.066,3,9.17,43.135,4,10.10,46.085
