Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
1,6.94,6.94,2,7.07,7.07,3,7.19,7.19,4,7.43,7.43
1,8.94,15.88,2,8.91,15.98,3,8.86,16.05,4,9.09,16.52
1,8.33,24.21,2,8.35,24.33,3,8.36,24.41,4,8.62,25.14
1,8.47,32.68,2,8.49,32.82,2,8.41,32.82,4,8.86,34.00
1,8.59,41.27,3,8.85,41.644,2,8.69,41.51,4,9.15,43.131
