START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
1,8.81,8.81,5,9.13,9.13,4,9.02,9.02,3,9.01,9.01,6,9.16,9.16,2,8.90,8.90,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
2,12.65,21.46,1,12.18,21.31,6,13.16,22.18,4,12.86,21.87,5,12.84,22.00,3,12.78,21.68,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
2,11.59,33.05,1,11.63,32.94,6,11.35,33.53,3,11.26,33.13,5,11.21,33.21,4,11.48,33.16,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
2,10.87,43.92,4,11.23,44.17,6,10.87,44.40,3,10.89,44.02,1,10.60,43.81,5,11.17,44.33,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
2,10.99,54.91,4,10.92,55.09,5,10.80,55.20,3,10.99,55.01,1,11.00,54.81,6,10.89,55.22,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
2,11.23,1:06.14,1,11.02,1:06.11,6,11.43,1:06.63,4,11.44,1:06.45,3,11.41,1:06.22,5,11.36,1:06.58,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
1,10.28,1:16.42,2,10.39,1:16.50,5,10.14,1:16.77,4,10.23,1:16.68,3,10.29,1:16.51,6,10.37,1:16.95,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
1,10.07,1:26.49,6,10.48,1:26.98,5,10.06,1:26.83,2,9.90,1:26.58,3,10.17,1:26.68,4,9.82,1:26.77,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
1,9.97,1:36.46,5,9.98,1:36.96,6,10.76,1:37.59,2,9.99,1:36.57,3,9.95,1:36.63,4,10.01,1:36.78,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
1,9.69,1:46.15,5,9.71,1:46.67,6,9.40,1:46.99,2,9.64,1:46.21,3,9.69,1:46.32,4,9.77,1:46.55,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
1,9.26,1:55.41,5,9.61,1:56.28,6,9.45,1:56.44,2,9.28,1:55.49,3,9.30,1:55.62,4,9.67,1:56.22,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
1,9.28,2:04.69,4,9.39,2:05.67,5,9.50,2:05.94,2,9.28,2:04.77,3,9.28,2:04.90,6,10.12,2:06.34,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
1,9.32,2:14.01,4,9.67,2:15.34,5,9.65,2:15.59,2,9.28,2:14.05,3,9.32,2:14.22,6,10.46,2:16.80,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
1,9.41,2:23.42,4,9.99,2:25.307,5,9.81,2:25.382,2,9.52,2:23.57,3,9.47,2:23.679,6,10.53,2:27.309,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Rep.Heats,4
