Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME
1,7.04,7.04,3,7.40,7.40,2,7.15,7.15,4,7.49,7.49
1,9.30,16.34,3,9.34,16.74,2,9.29,16.44,4,9.28,16.77
1,8.95,25.29,3,8.84,25.58,2,8.96,25.40,4,8.93,25.70
1,9.14,34.43,2,8.91,34.49,3,9.11,34.51,4,8.90,34.60
1,9.29,43.715,2,9.34,43.828,4,9.67,44.173,3,9.33,43.924
