Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,YIN Qi POSITION,YIN Qi LAP TIME,YIN Qi ELAPSED TIME
2,7.64,7.64,4,7.88,7.88,1,7.41,7.41,5,8.09,8.09,3,7.81,7.81
2,9.53,17.17,4,9.80,17.68,1,9.36,16.77,5,9.84,17.93,3,9.53,17.34
2,9.03,26.20,4,9.02,26.70,1,8.90,25.67,5,9.45,27.38,3,8.95,26.29
2,9.19,35.39,4,9.13,35.83,1,9.09,34.76,5,9.71,37.09,3,9.21,35.50
3,9.73,45.12,4,9.40,45.23,1,9.27,44.03,5,10.08,47.17,2,9.40,44.90
