HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.95,6.95,3,7.14,7.14,2,7.01,7.01,4,7.20,7.20
2,9.23,16.18,3,9.13,16.27,1,9.08,16.09,4,9.14,16.34
1,8.46,24.64,3,8.51,24.78,2,8.56,24.65,4,8.56,24.90
2,8.63,33.27,3,8.54,33.32,1,8.57,33.22,4,8.53,33.43
3,8.82,42.085,1,8.62,41.931,4,9.05,42.266,2,8.58,42.008
