Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,KANCHARIN Natthapat POSITION,KANCHARIN Natthapat LAP TIME,KANCHARIN Natthapat ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,Zen Sheng Sian KOH POSITION,Zen Sheng Sian KOH LAP TIME,Zen Sheng Sian KOH ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME
2,14.84,14.84,4,15.09,15.09,3,14.91,14.91,5,15.16,15.16,1,14.77,14.77
2,11.77,26.61,4,11.70,26.79,1,11.60,26.51,5,11.75,26.91,3,11.87,26.64
3,10.74,37.35,4,10.73,37.52,2,10.72,37.23,5,10.72,37.63,1,10.45,37.09
3,9.81,47.16,4,9.74,47.26,2,9.84,47.07,5,9.75,47.38,1,9.91,47.00
3,9.66,56.82,4,9.69,56.95,2,9.72,56.79,5,9.70,57.08,1,9.71,56.71
3,9.20,1:06.02,4,9.24,1:06.19,2,9.17,1:05.96,5,9.21,1:06.29,1,9.17,1:05.88
3,8.92,1:14.94,4,9.21,1:15.40,1,8.70,1:14.66,5,9.26,1:15.55,2,8.89,1:14.77
3,9.08,1:24.02,4,9.56,1:24.96,1,8.73,1:23.39,5,9.56,1:25.11,2,8.74,1:23.51
3,9.46,1:33.48,4,9.71,1:34.67,1,8.81,1:32.20,5,10.16,1:35.27,2,8.83,1:32.34
