CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME
1,12.98,12.98,2,13.11,13.11,3,13.22,13.22,4,13.33,13.33
1,10.07,23.05,2,10.04,23.15,3,9.99,23.21,4,10.01,23.34
1,10.00,33.05,2,9.94,33.09,3,9.92,33.13,4,9.94,33.28
1,9.53,42.58,2,9.56,42.65,4,9.71,42.84,3,9.46,42.74
1,9.64,52.22,2,9.68,52.33,3,9.62,52.46,4,9.72,52.46
1,9.48,1:01.70,2,9.46,1:01.79,4,9.56,1:02.02,3,9.44,1:01.90
1,9.46,1:11.16,2,9.45,1:11.24,4,9.45,1:11.47,3,9.47,1:11.37
1,9.44,1:20.60,2,9.45,1:20.69,4,9.68,1:21.15,3,9.57,1:20.94
1,9.71,1:30.302,2,9.73,1:30.412,4,10.10,1:31.244,3,9.95,1:30.890
