Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
3,7.046,7.046,4,7.241,7.241,1,6.929,6.929,2,6.996,6.996
3,9.329,16.375,4,9.268,16.509,1,9.224,16.153,2,9.291,16.287
3,8.714,25.089,4,9.139,25.648,1,8.867,25.020,2,8.740,25.027
2,8.856,33.944,4,9.246,34.893,3,8.965,33.985,1,8.847,33.874
2,8.973,42.917,4,9.349,44.242,3,9.070,43.054,1,8.930,42.804
