KIM Hye-Kyung POSITION,KIM Hye-Kyung LAP TIME,KIM Hye-Kyung ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,SUN Linlin POSITION,SUN Linlin LAP TIME,SUN Linlin ELAPSED TIME
0,13.733,13.733,0,13.884,13.884,0,13.846,13.846,0,13.869,13.869
0,9.903,23.636,0,9.550,23.434,0,9.865,23.711,0,9.860,23.729
0,9.905,33.541,0,9.840,33.274,0,9.921,33.632,0,9.905,33.634
0,9.544,43.085,0,9.864,43.138,0,9.380,43.012,0,9.622,43.255
0,9.522,52.607,0,9.727,52.865,0,9.510,52.522,0,9.553,52.809
0,9.530,1:02.137,0,9.669,1:02.534,0,9.668,1:02.190,0,9.465,1:02.274
0,9.698,1:11.835,0,9.921,1:12.454,0,9.741,1:11.931,0,9.843,1:12.117
0,9.852,1:21.687,0,10.533,1:22.987,0,9.908,1:21.839,0,9.885,1:22.001
0,,,0,,,0,,,0,,
