Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
1,6.73,6.73,2,6.78,6.78,4,6.97,6.97,3,6.94,6.94
1,8.86,15.59,2,8.96,15.74,4,9.14,16.12,3,9.16,16.10
1,8.57,24.16,2,8.72,24.47,3,8.45,24.58,4,11.23,27.33
1,8.60,32.76,2,9.18,33.66,3,9.54,34.13,4,14.75,42.09
1,9.45,42.202,2,8.96,42.615,3,9.36,43.486,4,16.93,59.016
