Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,Jorrit OOSTEN POSITION,Jorrit OOSTEN LAP TIME,Jorrit OOSTEN ELAPSED TIME,Gellert PATAKI POSITION,Gellert PATAKI LAP TIME,Gellert PATAKI ELAPSED TIME,Martin GEORGIEV POSITION,Martin GEORGIEV LAP TIME,Martin GEORGIEV ELAPSED TIME
1,14.727,14.727,2,14.871,14.871,3,15.012,15.012,4,16.437,16.437
4,13.051,27.777,3,12.788,27.659,2,12.519,27.531,1,11.072,27.509
2,11.514,39.290,4,11.705,39.363,3,11.788,39.319,1,11.503,39.012
3,11.516,50.806,2,11.438,50.800,4,11.635,50.954,1,11.678,50.689
1,10.763,1:01.569,2,10.776,1:01.576,4,11.103,1:02.056,3,11.263,1:01.952
2,10.578,1:12.147,1,10.357,1:11.932,3,10.311,1:12.367,4,13.396,1:15.347
2,10.020,1:22.166,1,10.078,1:22.010,3,10.615,1:22.982,4,11.343,1:26.689
1,10.336,1:32.501,2,10.837,1:32.846,3,10.925,1:33.906,4,12.420,1:39.109
1,10.01,1:42.508,2,10.06,1:42.903,3,11.36,1:45.264,4,13.37,1:52.472
