Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME,Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
4,7.530,7.530,3,7.210,7.210,2,7.080,7.080,1,6.780,6.780
4,9.910,17.440,3,9.600,16.820,2,9.310,16.390,1,9.420,16.210
4,9.790,27.240,3,9.270,26.090,2,9.140,25.530,1,9.050,25.270
4,9.860,37.110,3,9.510,35.600,2,9.370,34.900,1,9.230,34.500
4,10.190,47.300,3,9.760,45.370,2,9.580,44.480,1,9.600,44.110
