Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
1,13.39,13.39,4,13.70,13.70,3,13.64,13.64,2,13.48,13.48
3,10.36,23.75,4,10.25,23.96,2,10.10,23.74,1,10.18,23.67
2,9.90,33.66,4,9.94,33.90,3,10.11,33.86,1,9.96,33.63
1,9.86,43.53,4,9.95,43.85,2,9.78,43.64,3,10.02,43.66
2,10.10,53.63,3,10.04,53.90,4,10.29,53.94,1,9.96,53.62
2,9.81,1:03.45,4,9.80,1:03.70,3,9.73,1:03.68,1,9.75,1:03.38
1,9.54,1:12.99,4,9.56,1:13.26,2,9.39,1:13.07,3,9.71,1:13.10
1,9.59,1:22.59,4,9.71,1:22.97,2,9.70,1:22.78,3,9.80,1:22.90
1,9.87,1:32.454,0,,DNF,2,9.78,1:32.556,3,47.50,2:10.392
