ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,Evelien van KERCKVOORDE POSITION,Evelien van KERCKVOORDE LAP TIME,Evelien van KERCKVOORDE ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME
3,7.75,7.75,1,7.22,7.22,2,7.32,7.32,4,7.92,7.92,5,8.08,8.08
3,9.93,17.68,1,9.25,16.47,2,9.30,16.62,4,9.98,17.90,5,10.07,18.15
3,9.48,27.16,1,8.91,25.38,2,8.99,25.61,4,9.54,27.44,4,9.29,27.44
3,9.61,36.77,1,9.13,34.51,2,9.08,34.69,5,9.82,37.26,4,9.68,37.12
3,9.91,46.680,1,9.32,43.83,2,9.37,44.06,5,10.08,47.348,4,9.83,46.953
