Sergei MARTYNOV POSITION,Sergei MARTYNOV LAP TIME,Sergei MARTYNOV ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME
1,7.006,7.006,3,7.385,7.385,2,7.121,7.121,4,7.465,7.465
1,9.287,16.292,4,9.475,16.860,2,9.459,16.580,3,9.383,16.847
1,9.216,25.508,3,8.953,25.812,2,9.090,25.669,4,9.003,25.850
1,9.306,34.814,3,9.305,35.116,4,9.454,35.123,2,9.014,34.864
1,9.46,44.272,4,9.50,44.612,3,9.37,44.485,2,9.47,44.330
