ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME
1,14.200,14.200,2,14.430,14.430,4,14.590,14.590,3,14.580,14.580
1,10.800,25.000,2,10.900,25.340,4,10.980,25.580,3,10.840,25.430
1,10.670,35.680,3,10.750,36.090,2,10.120,35.700,4,10.730,36.160
1,11.000,46.680,3,10.910,47.010,4,11.350,47.060,2,10.800,46.960
1,10.170,56.860,3,10.190,57.200,4,10.340,57.400,2,10.060,57.020
2,9.880,1:06.740,1,9.530,1:06.740,4,9.740,1:07.150,3,9.940,1:06.970
1,9.310,1:16.050,2,9.540,1:16.280,4,9.800,1:16.950,3,9.710,1:16.680
1,9.880,1:25.930,2,9.980,1:26.270,3,9.510,1:26.460,4,9.790,1:26.480
2,9.970,1:35.910,1,9.430,1:35.700,3,9.740,1:36.210,4,9.850,1:36.330
