Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
2,6.944,6.944,1,6.574,6.574,3,7.090,7.090,4,7.160,7.160
2,9.168,16.111,1,9.243,15.816,4,9.190,16.279,3,9.054,16.213
2,9.096,25.207,1,8.885,24.701,3,9.008,25.286,4,9.109,25.322
2,9.077,34.283,1,9.038,33.738,3,9.061,34.347,4,18.178,43.500
4,9.60,43.882,1,9.83,43.564,2,9.44,43.778,3,0.36,43.855
