Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,6.94,6.94,3,7.17,7.17,2,7.03,7.03,4,7.32,7.32
1,8.88,15.82,3,9.00,16.17,2,8.98,16.01,4,9.02,16.34
1,8.44,24.26,3,8.47,24.64,2,8.61,24.62,4,8.62,24.96
1,8.59,32.85,2,8.59,33.23,3,8.76,33.38,4,8.85,33.81
1,8.88,41.728,2,8.83,42.055,3,8.93,42.310,4,9.13,42.939
